# BLASTN 2.13.0+
# Query: Seq_H
# Database: ../input/ncbi_virus_110119_2.txt
# Fields: query acc.ver, subject acc.ver, % identity, alignment length, mismatches, gap opens, q. start, q. end, s. start, s. end, evalue, bit score
# 1047 hits found
Seq_H	MG772933	89.112	21702	2276	68	1	21664	33	21685	0.0	26904
Seq_H	MG772933	89.000	6791	719	23	23043	29825	22992	29762	0.0	8377
Seq_H	MG772934	88.660	18272	2035	34	3297	21549	3247	21500	0.0	22229
Seq_H	MG772934	89.094	6785	706	26	23052	29825	22931	29692	0.0	8399
Seq_H	MG772934	92.696	3190	226	6	1	3187	33	3218	0.0	4593
Seq_H	AY395003	82.338	17716	2942	169	3924	21545	3832	21454	0.0	15208
Seq_H	AY395003	80.096	5416	988	65	22507	27878	22378	27747	0.0	3947
Seq_H	AY395003	89.994	1629	144	12	28225	29838	27999	29623	0.0	2087
Seq_H	AY395003	79.173	1887	359	28	23	1891	1	1871	0.0	1277
Seq_H	AY394996	82.338	17716	2942	169	3924	21545	3868	21490	0.0	15208
Seq_H	AY394996	80.096	5416	988	65	22507	27878	22414	27783	0.0	3947
Seq_H	AY394996	89.994	1629	144	12	28225	29838	28035	29659	0.0	2087
Seq_H	AY394996	79.309	1909	360	29	1	1891	16	1907	0.0	1304
Seq_H	AY394997	82.338	17716	2942	169	3924	21545	3868	21490	0.0	15208
Seq_H	AY394997	80.096	5416	988	65	22507	27878	22414	27783	0.0	3947
Seq_H	AY394997	89.994	1629	144	12	28225	29838	28035	29659	0.0	2087
Seq_H	AY394997	79.309	1909	360	29	1	1891	16	1907	0.0	1304
Seq_H	AY304488	82.327	17716	2944	169	3924	21545	3868	21490	0.0	15197
Seq_H	AY304488	80.055	5415	992	64	22507	27878	22414	27783	0.0	3936
Seq_H	AY304488	90.056	1619	142	12	28225	29828	28117	29731	0.0	2080
Seq_H	AY304488	79.361	1909	359	29	1	1891	16	1907	0.0	1310
Seq_H	AY304486	82.327	17716	2944	169	3924	21545	3868	21490	0.0	15197
Seq_H	AY304486	80.018	5415	994	64	22507	27878	22414	27783	0.0	3925
Seq_H	AY304486	90.018	1633	144	12	28218	29835	28110	29738	0.0	2095
Seq_H	AY304486	79.309	1909	360	29	1	1891	16	1907	0.0	1304
Seq_H	AY390556	82.315	17716	2946	169	3924	21545	3883	21505	0.0	15186
Seq_H	AY390556	80.096	5416	988	65	22507	27878	22429	27798	0.0	3947
Seq_H	AY390556	90.055	1629	143	12	28225	29838	28132	29756	0.0	2093
Seq_H	AY390556	79.226	1911	358	32	1	1891	31	1922	0.0	1293
Seq_H	AY278554	82.310	17716	2947	169	3924	21545	3868	21490	0.0	15180
Seq_H	AY278554	80.078	5416	989	65	22507	27878	22414	27783	0.0	3941
Seq_H	AY278554	90.117	1629	142	12	28225	29838	28088	29712	0.0	2098
Seq_H	AY278554	79.330	1911	356	33	1	1891	16	1907	0.0	1304
Seq_H	AY394985	82.308	17714	2951	168	3924	21545	3633	21255	0.0	15180
Seq_H	AY394985	80.078	5416	989	65	22507	27878	22179	27548	0.0	3941
Seq_H	AY394985	90.117	1629	142	12	28225	29838	27882	29506	0.0	2098
Seq_H	AY394985	77.784	1688	343	27	220	1891	1	1672	0.0	1011
Seq_H	EU371564	82.310	17716	2947	169	3924	21545	3883	21505	0.0	15180
Seq_H	EU371564	79.918	5378	996	59	22507	27846	22429	27760	0.0	3871
Seq_H	EU371564	89.994	1629	144	12	28225	29838	27884	29508	0.0	2087
Seq_H	EU371564	79.435	1911	354	34	1	1891	31	1922	0.0	1315
Seq_H	AY394986	82.302	17714	2952	168	3924	21545	3832	21454	0.0	15175
Seq_H	AY394986	80.059	5416	990	65	22507	27878	22378	27747	0.0	3936
Seq_H	AY394986	90.117	1629	142	12	28225	29838	28081	29705	0.0	2098
Seq_H	AY394986	79.120	1887	360	28	23	1891	1	1871	0.0	1271
Seq_H	AY394994	82.302	17714	2952	168	3924	21545	3868	21490	0.0	15175
Seq_H	AY394994	80.078	5416	989	65	22507	27878	22414	27783	0.0	3941
Seq_H	AY394994	90.117	1629	142	12	28225	29838	28117	29741	0.0	2098
Seq_H	AY394994	79.256	1909	361	29	1	1891	16	1907	0.0	1299
Seq_H	AY559093	82.304	17716	2948	169	3924	21545	3867	21489	0.0	15175
Seq_H	AY559093	80.041	5416	991	65	22507	27878	22413	27782	0.0	3930
Seq_H	AY559093	90.117	1629	142	12	28225	29838	28087	29711	0.0	2098
Seq_H	AY559093	79.226	1911	358	33	1	1891	15	1906	0.0	1293
Seq_H	EU371559	82.304	17716	2948	169	3924	21545	3883	21505	0.0	15175
Seq_H	EU371559	80.078	5416	989	65	22507	27878	22429	27798	0.0	3941
Seq_H	EU371559	90.117	1629	142	12	28225	29838	28103	29727	0.0	2098
Seq_H	EU371559	79.330	1911	356	33	1	1891	31	1922	0.0	1304
Seq_H	KY417146	82.298	17716	2950	169	3924	21545	3883	21506	0.0	15171
Seq_H	KY417146	81.310	7603	1271	119	22314	29838	22237	29767	0.0	6030
Seq_H	KY417146	77.511	2210	450	40	1	2186	31	2217	0.0	1284
Seq_H	MK211376	82.312	17701	2946	167	3924	21530	3882	21491	0.0	15171
Seq_H	MK211376	79.519	5078	948	74	22314	27354	22238	27260	0.0	3531
Seq_H	MK211376	85.783	2483	308	32	27353	29804	27788	30256	0.0	2588
Seq_H	MK211376	77.692	2210	446	40	1	2186	30	2216	0.0	1306
Seq_H	AY274119	82.298	17716	2949	169	3924	21545	3883	21505	0.0	15169
Seq_H	AY274119	80.041	5416	991	65	22507	27878	22429	27798	0.0	3930
Seq_H	AY274119	90.117	1629	142	12	28225	29838	28103	29727	0.0	2098
Seq_H	AY274119	79.330	1911	356	33	1	1891	31	1922	0.0	1304
Seq_H	AY282752	82.298	17716	2949	169	3924	21545	3868	21490	0.0	15169
Seq_H	AY282752	80.059	5416	990	65	22507	27878	22414	27783	0.0	3936
Seq_H	AY282752	90.117	1629	142	12	28225	29838	28088	29712	0.0	2098
Seq_H	AY282752	79.330	1911	356	33	1	1891	16	1907	0.0	1304
Seq_H	AY283796	82.298	17716	2949	169	3924	21545	3867	21489	0.0	15169
Seq_H	AY283796	80.096	5416	988	65	22507	27878	22413	27782	0.0	3947
Seq_H	AY283796	90.117	1629	142	12	28225	29838	28087	29711	0.0	2098
Seq_H	AY283796	79.330	1911	356	33	1	1891	15	1906	0.0	1304
Seq_H	AY291451	82.298	17716	2949	169	3924	21545	3883	21505	0.0	15169
Seq_H	AY291451	80.078	5416	989	65	22507	27878	22429	27798	0.0	3941
Seq_H	AY291451	90.117	1629	142	12	28225	29838	28103	29727	0.0	2098
Seq_H	AY291451	79.330	1911	356	33	1	1891	31	1922	0.0	1304
Seq_H	AY323977	82.298	17716	2949	169	3924	21545	3883	21505	0.0	15169
Seq_H	AY323977	80.078	5416	989	68	22507	27878	22429	27798	0.0	3941
Seq_H	AY323977	90.117	1629	142	12	28225	29838	28103	29727	0.0	2098
Seq_H	AY323977	79.330	1911	356	33	1	1891	31	1922	0.0	1304
Seq_H	AY427439	82.298	17716	2949	169	3924	21545	3867	21489	0.0	15169
Seq_H	AY427439	80.078	5416	989	65	22507	27878	22413	27782	0.0	3941
Seq_H	AY427439	90.117	1629	142	12	28225	29838	28087	29711	0.0	2098
Seq_H	AY427439	79.330	1911	356	33	1	1891	15	1906	0.0	1304
Seq_H	AY357075	82.298	17716	2949	169	3924	21545	3869	21491	0.0	15169
Seq_H	AY357075	80.041	5416	991	65	22507	27878	22415	27784	0.0	3930
Seq_H	AY357075	90.117	1629	142	12	28225	29838	28087	29711	0.0	2098
Seq_H	AY357075	79.330	1911	356	33	1	1891	17	1908	0.0	1304
Seq_H	AY502928	82.298	17716	2949	169	3924	21545	3883	21505	0.0	15169
Seq_H	AY502928	80.059	5416	990	65	22507	27878	22429	27798	0.0	3936
Seq_H	AY502928	90.117	1629	142	12	28225	29838	28103	29727	0.0	2098
Seq_H	AY502928	79.330	1911	356	33	1	1891	31	1922	0.0	1304
Seq_H	AY502925	82.298	17716	2949	169	3924	21545	3883	21505	0.0	15169
Seq_H	AY502925	80.078	5416	989	65	22507	27878	22429	27798	0.0	3941
Seq_H	AY502925	90.117	1629	142	12	28225	29838	28103	29727	0.0	2098
Seq_H	AY502925	79.330	1911	356	33	1	1891	31	1922	0.0	1304
Seq_H	AY502923	82.298	17716	2949	169	3924	21545	3883	21505	0.0	15169
Seq_H	AY502923	80.078	5416	989	65	22507	27878	22429	27798	0.0	3941
Seq_H	AY502923	90.117	1629	142	12	28225	29838	28103	29727	0.0	2098
Seq_H	AY502923	79.330	1911	356	33	1	1891	31	1922	0.0	1304
Seq_H	AY502926	82.298	17716	2949	169	3924	21545	3883	21505	0.0	15169
Seq_H	AY502926	80.041	5416	991	65	22507	27878	22429	27798	0.0	3932
Seq_H	AY502926	90.117	1629	142	12	28225	29838	28103	29727	0.0	2098
Seq_H	AY502926	79.278	1911	357	33	1	1891	31	1922	0.0	1301
Seq_H	AY394993	82.300	17718	2945	172	3924	21545	3868	21490	0.0	15169
Seq_H	AY394993	80.078	5416	989	65	22507	27878	22414	27783	0.0	3941
Seq_H	AY394993	90.117	1629	142	12	28225	29838	28088	29712	0.0	2098
Seq_H	AY394993	79.256	1909	361	29	1	1891	16	1907	0.0	1299
Seq_H	AY394983	82.298	17716	2949	169	3924	21545	3831	21453	0.0	15169
Seq_H	AY394983	80.096	5416	988	65	22507	27878	22377	27746	0.0	3947
Seq_H	AY394983	90.117	1629	142	12	28225	29838	28051	29675	0.0	2098
Seq_H	AY394983	79.184	1888	355	32	24	1891	1	1870	0.0	1275
Seq_H	AY394995	82.296	17714	2953	168	3924	21545	3868	21490	0.0	15169
Seq_H	AY394995	80.059	5416	990	65	22507	27878	22414	27783	0.0	3936
Seq_H	AY394995	90.117	1629	142	12	28225	29838	28117	29741	0.0	2098
Seq_H	AY394995	79.256	1909	361	29	1	1891	16	1907	0.0	1299
Seq_H	AY394991	82.298	17716	2949	169	3924	21545	3868	21490	0.0	15169
Seq_H	AY394991	80.078	5416	989	65	22507	27878	22414	27783	0.0	3941
Seq_H	AY394991	90.117	1629	142	12	28225	29838	28088	29712	0.0	2098
Seq_H	AY394991	79.330	1911	356	33	1	1891	16	1907	0.0	1304
Seq_H	AY394987	82.298	17716	2949	169	3924	21545	3841	21463	0.0	15169
Seq_H	AY394987	80.078	5416	989	65	22507	27878	22387	27756	0.0	3941
Seq_H	AY394987	90.117	1629	142	12	28225	29838	28061	29685	0.0	2098
Seq_H	AY394987	79.294	1898	355	32	14	1891	1	1880	0.0	1293
Seq_H	AY394999	82.298	17716	2949	169	3924	21545	3868	21490	0.0	15169
Seq_H	AY394999	80.071	5334	981	57	22507	27803	22414	27702	0.0	3886
Seq_H	AY394999	90.117	1629	142	12	28225	29838	27702	29326	0.0	2098
Seq_H	AY394999	79.330	1911	356	33	1	1891	16	1907	0.0	1304
Seq_H	AY394998	82.298	17716	2949	169	3924	21545	3868	21490	0.0	15169
Seq_H	AY394998	80.059	5416	990	65	22507	27878	22414	27783	0.0	3936
Seq_H	AY394998	90.117	1629	142	12	28225	29838	28088	29712	0.0	2098
Seq_H	AY394998	79.330	1911	356	33	1	1891	16	1907	0.0	1304
Seq_H	AY394992	82.299	17717	2947	171	3924	21545	3868	21490	0.0	15169
Seq_H	AY394992	80.096	5416	988	65	22507	27878	22414	27783	0.0	3947
Seq_H	AY394992	90.117	1629	142	12	28225	29838	28088	29712	0.0	2098
Seq_H	AY394992	79.278	1911	357	33	1	1891	16	1907	0.0	1299
Seq_H	AY394978	82.298	17716	2949	169	3924	21545	3811	21433	0.0	15169
Seq_H	AY394978	80.048	5378	989	59	22507	27846	22357	27688	0.0	3910
Seq_H	AY394978	90.117	1629	142	12	28225	29838	27992	29616	0.0	2098
Seq_H	AY394978	78.961	1868	355	32	44	1891	1	1850	0.0	1238
Seq_H	AY559096	82.298	17716	2949	169	3924	21545	3875	21497	0.0	15169
Seq_H	AY559096	80.055	5415	992	64	22507	27878	22421	27790	0.0	3936
Seq_H	AY559096	90.117	1629	142	12	28225	29838	28095	29719	0.0	2098
Seq_H	AY559096	79.330	1911	356	33	1	1891	23	1914	0.0	1304
Seq_H	AY559095	82.298	17716	2949	169	3924	21545	3873	21495	0.0	15169
Seq_H	AY559095	80.041	5416	991	65	22507	27878	22419	27788	0.0	3930
Seq_H	AY559095	90.117	1629	142	12	28225	29838	28093	29717	0.0	2098
Seq_H	AY559095	79.226	1911	358	33	1	1891	21	1912	0.0	1293
Seq_H	AY559086	82.298	17716	2949	169	3924	21545	3867	21489	0.0	15169
Seq_H	AY559086	80.089	5379	987	59	22507	27847	22413	27745	0.0	3923
Seq_H	AY559086	90.111	1628	142	12	28225	29837	28038	29661	0.0	2097
Seq_H	AY559086	79.330	1911	356	33	1	1891	15	1906	0.0	1304
Seq_H	AY559085	82.298	17716	2949	169	3924	21545	3867	21489	0.0	15169
Seq_H	AY559085	80.041	5416	991	65	22507	27878	22413	27782	0.0	3930
Seq_H	AY559085	90.117	1629	142	12	28225	29838	28087	29711	0.0	2098
Seq_H	AY559085	79.226	1911	358	33	1	1891	15	1906	0.0	1293
Seq_H	AY559084	82.298	17716	2949	169	3924	21545	3867	21489	0.0	15169
Seq_H	AY559084	80.059	5416	990	65	22507	27878	22413	27782	0.0	3936
Seq_H	AY559084	90.117	1629	142	12	28225	29838	28087	29711	0.0	2098
Seq_H	AY559084	79.226	1911	358	33	1	1891	15	1906	0.0	1293
Seq_H	AY559083	82.298	17716	2949	169	3924	21545	3917	21539	0.0	15169
Seq_H	AY559083	80.086	5378	987	59	22507	27846	22463	27794	0.0	3921
Seq_H	AY559083	90.117	1629	142	12	28225	29838	28137	29761	0.0	2098
Seq_H	AY559083	79.330	1911	356	33	1	1891	65	1956	0.0	1304
Seq_H	AY559082	82.298	17716	2949	169	3924	21545	3882	21504	0.0	15169
Seq_H	AY559082	80.055	5415	990	65	22507	27877	22428	27796	0.0	3934
Seq_H	AY559082	90.117	1629	142	12	28225	29838	28045	29669	0.0	2098
Seq_H	AY559082	79.226	1911	358	33	1	1891	30	1921	0.0	1293
Seq_H	AY714217	82.298	17716	2949	169	3924	21545	3883	21505	0.0	15169
Seq_H	AY714217	80.059	5416	990	65	22507	27878	22429	27798	0.0	3936
Seq_H	AY714217	90.117	1629	142	12	28225	29838	28103	29727	0.0	2098
Seq_H	AY714217	79.330	1911	356	33	1	1891	31	1922	0.0	1304
Seq_H	AY864806	82.298	17716	2949	169	3924	21545	3883	21505	0.0	15169
Seq_H	AY864806	80.078	5416	989	65	22507	27878	22429	27798	0.0	3941
Seq_H	AY864806	90.117	1629	142	12	28225	29838	28103	29727	0.0	2098
Seq_H	AY864806	79.330	1911	356	33	1	1891	31	1922	0.0	1304
Seq_H	DQ898174	82.298	17716	2949	169	3924	21545	3883	21505	0.0	15169
Seq_H	DQ898174	80.059	5416	990	65	22507	27878	22429	27798	0.0	3936
Seq_H	DQ898174	90.117	1629	142	12	28225	29838	28103	29727	0.0	2098
Seq_H	DQ898174	79.330	1911	356	33	1	1891	31	1922	0.0	1304
Seq_H	FJ882963	82.298	17716	2949	169	3924	21545	3864	21486	0.0	15169
Seq_H	FJ882963	80.004	5416	993	65	22507	27878	22410	27779	0.0	3921
Seq_H	FJ882963	89.956	1603	142	12	28225	29812	28084	29682	0.0	2050
Seq_H	FJ882963	79.330	1911	356	33	1	1891	12	1903	0.0	1304
Seq_H	JX163926	82.298	17716	2949	169	3924	21545	3843	21465	0.0	15169
Seq_H	JX163926	80.041	5416	991	65	22507	27878	22389	27758	0.0	3934
Seq_H	JX163926	89.861	1588	142	12	28225	29797	28063	29646	0.0	2023
Seq_H	JX163926	79.316	1900	355	32	12	1891	1	1882	0.0	1297
Seq_H	JX163923	82.298	17716	2949	169	3924	21545	3843	21465	0.0	15169
Seq_H	JX163923	80.004	5416	993	65	22507	27878	22389	27758	0.0	3927
Seq_H	JX163923	89.861	1588	142	12	28225	29797	28063	29646	0.0	2023
Seq_H	JX163923	79.316	1900	355	32	12	1891	1	1882	0.0	1297
Seq_H	JX163927	82.298	17716	2949	169	3924	21545	3843	21465	0.0	15169
